english,class,swedish,arabic,somali,persian,ukrainian,polish,spanish,bosnian,albanian
hit,"(verb, noun)",träffa,يضرب,ku dhufasho,اصابت,вдарити,uderzyć,golpear,pogoditi,godas
objective,"(adjective, noun)",mål,موضوعي,himilo ah,هدف، واقعگرایانه,об'єктивний,cel,objetivo,objektivan,objektiv
shoot,"(verb, noun, interjection)",skjuta,أطلق النار,toogasho,شلیک,вистрілити,strzelać,disparar,pucati,gjuajtje
touch,"(verb, noun)",Rör,يلمس,taab,دست زدن به,торкатися,dotykać,tocar,dodir,prek
cancel,"(verb, noun)",Avbryt,يلغي,burin,لغو کردن,скасувати,anulować,Cancelar,otkazati,anuloj
chemical,"(adjective, noun)",kemisk,المواد الكيميائية,kiimiko ah,شیمیایی,хімічний,chemiczny,químico,hemijski,kimikat
cry,"(verb, noun, idiom)",gråta,يبكي,ooyid,گریه کردن,плакати,płakać,llorar,plakati,qaj
dump,"(verb, noun, idiom)",dumpa,أحمق,shammaan,زباله,смітник,wysypisko,vertedero,deponija,grumbull mbeturinash
extreme,"(adjective, noun)",extrem,أقصى,xad-dhaaf ah,مفرط,екстремальний,skrajny,extremo,ekstremno,ekstrem
push,"(verb, noun, idiom)",skjuta på,يدفع,Riix,فشار دادن,штовхнути,naciskać,empujar,guranje,shtyrje
conflict,"(verb, noun)",konflikt,صراع,dirir,تعارض,конфлікт,konflikt,conflicto,sukob,konflikt
eat,"(verb, noun, idiom)",äta,يأكل,cunid,خوردن,їсти,jeść,comer,jesti,ha
fill,"(verb, noun, idiom)",fylla,يملأ,buuxin,پر کردن,наповнювати,wypełnić,llenar,ispuniti,mbushje
formal,"(adjective, noun, adverb)",formell,رَسمِيّ,rasmi ah,رسمی,формальний,formalny,formal,formalno,i formës
jump,"(verb, noun, adjective)",hoppa,القفز,bood,پرش,стрибати,skok,saltar,skok,kërcim
kick,"(verb, noun, idiom)",sparka,ركلة,laaddid,لگد زدن,удар,kopnięcie,patada,udarac,shkel
opposite,"(adjective, noun, preposition)",motsatt,عكس,lid,مخالف,навпроти,naprzeciwko,opuesto,nasuprot,e kundërt
pass,"(verb, noun, idiom)",passera,يمر,dhaafis,عبور,проходити,przechodzić,aprobar,proći,kalim
pitch,"(verb, noun)",tonhöjd,يقذف,garoon ah,گام صدا,стовп,poziom,paso,teren,katran
remote,"(adjective, noun)",avlägsen,بعيد,fog ah,از راه دور,віддалений,zdalny,remoto,daljinski,i largët
total,"(adjective, noun, verb)",total,المجموع,wadar ah,جمع,загальний,całkowity,total,ukupno,total
treat,"(verb, noun)",behandla,يعامل,ula macaamil,درمان شود,лікувати,traktować,tratar,tretirati,trajtoj
vast,"(adjective, noun)",omfattande,واسع,baaxad weyn,وسیع,величезний,rozległy,vasto,ogroman,i madh
abuse,"(verb, noun)",missbruk,إساءة,xad ku gudubid,سو استفاده کردن,зловживання,nadużywać,abuso,zloupotreba,abuzim
beat,"(verb, noun, adjective)",slå,يهزم,garaacidda,ضرب و شتم,бити,pokonać,derrotar,pobijediti,rrah
burn,"(verb, noun)",bränna,يحرق,gubidda,سوختن,спалювати,oparzenie,quemar,izgorjeti,djeg
deposit,"(verb, noun)",deposition,إيداع,dabaaji,سپرده,депозит,depozyt,depósito,depozit,depo
print,"(verb, noun, adjective)",skriva ut,مطبعة,daabicid,چاپ,друкувати,wydrukować,imprimir,ispisati,printim
raise,"(verb, noun, idiom)",höja,يرفع,sare u qaadid,بالا بردن,підняти,wznosić,aumentar,podići,ngre
sleep,"(verb, noun, idiom)",sova,ينام,seexo,خواب,сплячий,spać,dormir,spavati,gjum
somewhere,"(adverb, noun)",någonstans,مكان ما,meel-uun,جایی,десь,gdzieś,en algún lugar,negdje,diku
advance,"(verb, noun, adjective)",förskott,يتقدم,horusocodka,پیشرفت,просуватися,osiągnięcie,avance,unaprijed,përparoj
anywhere,"(adverb, noun)",var som helst,في أى مكان,meel kasta,هر جا,де завгодно,gdziekolwiek,en cualquier lugar,bilo gdje,kudo
consist,"(verb, noun)",bestå,تتكون,ka kooban,تشکیل شده است از,складатися,składać się,consistir,sastojati se,konsistoj
dark,"(adjective, noun, idiom)",mörk,مظلم,mugdi ah,تاریک,темний,ciemny,oscuro,mrak,i errët
double,"(adjective, noun, verb)",dubbel,مزدوج,laban-laab,دو برابر,подвійний,podwójnie,doble,dvostruko,dyfishoj
draw,"(verb, noun, idiom)",dra,يرسم,sawirid,قرعه کشی,витягувати,rysować,dibujar,izvući,tërheq
equal,"(adjective, noun, verb)",likvärdig,متساوي,isla siman,برابر,рівний,równy,igual,jednaki,i barabartë
fix,"(verb, noun, idiom)",fixera,يصلح,xagee,ثابت,виправити,naprawić,arreglar,popraviti,rregulloj
hire,"(verb, noun, adjective)",hyra,يؤجر,shaqo siin,استخدام,найняти,wynajmować,contratar,unajmiti,marr me qira
internal,"(adjective, noun)",inre,داخلي,dhex ah,درونی؛ داخلی,внутрішній,wewnętrzny,interno,unutrašnji,i brendshëm
join,"(verb, noun)",Ansluta sig,ينضم,isku xirid,پیوستن,з'єднувати,dołączyć,unirse,pridružiti se,bashkohem
kill,"(verb, noun, idiom)",döda,قتل,dilid,کشتن,убити,zabić,matar,ubiti,vras
sensitive,"(adjective, noun)",känslig,حساس,dareen leh,حساس,чутливий,wrażliwy,sensible,osjetljiv,i ndjeshëm
tap,"(verb, noun)",knacka,مقبض,guf,ضربه زدن,поступово,uzyskiwać,grifo,tapnuti,trokas
win,"(verb, noun)",vinna,يفوز,guuleysid,پیروزی,перемогти,wygrać,ganar,pobijediti,fitoj
attack,"(verb, noun)",ge sig på,هجوم,weraarid,حمله,напад,atak,ataque,napad,sulmoj
claim,"(verb, noun)",krav,مطالبة,dalab,مطالبه,претензія,prawo,afirmar,TVRDITI,kerkese
constant,"(adjective, noun)",konstant,ثابت,joogto ah,ثابت,постійний,stały,constante,konstantan,i vazhdueshëm
drag,"(verb, noun, adjective)",drag,يجر,jiidid,کشیدن,тягнути,ciągnąć,arrastrar,povući,tërheq
drink,"(verb, noun)",dryck,يشرب,cabbid,نوشیدن,пити,drink,beber,piti,pi
guess,"(verb, noun, idiom)",gissa,يخمن,u malayn,حدس بزن,здогадуватися,zgadywać,adivinar,pogađati,marr me mend
minor,"(adjective, noun, verb)",mindre,صغير,yar,جزئی,неповнолітній,drobny,menor,maloljetan,i vogël
pull,"(verb, noun)",dra,يحذب,soo jiidid,کشیدن,тягнути,ciągnąć,jalar,povući,tërheqje
raw,"(adjective, noun, idiom)",rå,خام,ceeriin,خام,сирий,surowy,crudo,sin,i papjekur
soft,"(adjective, noun, adverb)",mjuk,ناعم,jilicsan,نرم,м'який,miękki,suave,mekan,i butë
solid,"(adjective, noun)",fast,صلب,adke,جامد,суцільний,solidny,sólido,čvrst,i ngurtë
wear,"(verb, noun, idiom)",ha på sig,يرتدي,labisasho,پوشیدن,носити,nosić ,tener puesto,nositi,vesh
weird,"(adjective, noun)",konstig,غريب,cajiib ah,عجیب و غریب,дивний,dziwny,extraño,čudan,i çuditshëm
wonder,"(verb, noun, idiom)",undra,يتعجب,yaabid,تعجب,диво,zastanawiać się,preguntarse,čudo,çudi
annual,"(adjective, noun)",årlig,سنوي,sannad kasta mar u dhaca,سالانه,щорічний,coroczny,anual,godišnje,vjetor
count,"(verb, noun, adjective)",räkna,عدد,tirin,شمردن,рахувати,liczyć,contar,brojati,numër
dead,"(adjective, noun, adverb)",död,ميت,dhintay,مرده,мертвий,martwy,muerto,smrt,i vdekur
doubt,"(verb, noun, idiom)",tvivel,شك,ka shekiyid,شک,сумнів,wątpliwość,duda,sumnjati,dyshoj
feed,"(verb, noun, idiom)",utfodra,يٌطعم,cunto siin,خوراک,годувати,karmić,alimentar,hraniti se,ushqej
forever,"(adverb, noun, idiom)",evigt,للأبد,abad,برای همیشه,назавжди,na zawsze,para siempre,zauvijek,përgjithmonë
impress,"(verb, noun)",imponera på,إقناع,caddayn,تاثیر گذاشتن,вражати,imponować,impresionar,impresionirati,bëj përshtypje
nobody,"(pronoun, noun)",ingen,لا أحد,qofna,هيچ كس,ніхто,nikt,nadie,niko,askush
repeat,"(verb, noun)",upprepa,يكرر,ku celin,تکرار,повторити,powtarzać,repetir,ponoviti,përsërit
round,"(adjective, noun, adverb)",runda,دائري,wareegsan,گرد,круглий,okrągły,redondo,okrugli,i rrumbullakët
sing,"(verb, noun)",sjunga,يغني,heesid,آواز خواندن,співати,śpiewać,cantar,pjevati,këndoj
slide,"(verb, noun, idiom)",glida,الانزلاق,shibiibixasho,لغزش,ковзати,slajd,deslizar,klizi,rrëshqitje
strip,"(verb, noun)",remsa,يجرد,xarig,نوار,роздягатися,rozebrać się,banda,skinuti se,shirit
whereas,"(conjunction, noun)",däremot,بينما,Halka,در حالیکه,де,"mając na uwadze, że",mientras,dok,ndërsa
wish,"(verb, noun)",önskar,يتمنى,rabid,آرزو کردن,бажання,życzenie,desear,želja,uroj
combine,"(verb, noun)",kombinera,يجمع,isku darid,ترکیب کردن,поєднувати,łączyć,combinar,kombinirati,kombinoj
command,"(verb, noun)",kommando,يأمر,amrid,فرمان,командування,Komenda,dominio,naredba,komandoj
dig,"(verb, noun)",gräv,حفر,qodid,حفر کردن,копати,kopać,excavar,kopati,gërmoj
divide,"(verb, noun)",dela upp,يقسم,qaybin,تقسیم کردن,розподіляти,dzielić,dividir,podijeliti,ndaj
equivalent,"(adjective, noun)",likvärdig,مقابل,u dhigma,معادل,еквівалентний,równowartość,equivalente,ekvivalentan,i barabartë
hang,"(verb, noun, idiom)",hänga,يشنق,surid,آویزان شدن,підвішувати,powiesić,colgar,objesiti,var
hunt,"(verb, noun)",jaga,مطاردة,ugaarsi,شکار,полювання,polowanie,caza,loviti,gjueti
initial,"(adjective, noun, verb)",första,أولي,bilow ah,اولیه,початковий,wstępny,inicial,početni,fillestar
march,"(verb, noun, idiom)",Mars,يمشي,gaardi,مارس,марш,Marsz,marzo,mart,marsh
mention,"(verb, noun, idiom)",nämna,يذكر,sheegidda,اشاره,згадувати,wzmianka,mencionar,spominjanje,përmend
smell,"(verb, noun)",lukt,يشم,urin,بو,запах,zapach,oler,miris,erë
spiritual,"(adjective, noun)",andlig,روحية,ee naf,معنوی,духовний,duchowy,espiritual,duhovni,shpirtëror
survey,"(verb, noun)",undersökning,استطلاع,indho-indhayn,نظر سنجی,опитування,ankieta,encuesta,anketa,vrojtim
tie,"(verb, noun, idiom)",slips,رَابِطَة,negatiin xirid,گره,зав'язувати,krawat,atar,vezati,kravatë
adult,"(adjective, noun)",vuxen,بالغ,hanaqaad,بزرگ,дорослий,dorosły,adulto,odrasla osoba,i rritur
brief,"(adjective, noun, verb)",kort,مختصر,gaaban,مختصر,короткий,krótki,breve,kratak,shkurtim
crazy,"(adjective, noun, idiom)",galen,مجنون,Waali,دیوانه,божевільний,zwariowany,loco,lud,i çmendur
escape,"(verb, noun, adjective)",fly,يهرب,baxsashada,در رفتن,Втеча,ucieczka,escapar,bijeg,arratisje
gather,"(verb, noun, idiom)",samla,يجتمع,isu uruurid,جمع آوری,збирати,zebrać,recolectar,okupljati se,mbledh
hate,"(verb, noun)",hata,يكره,nacayb,نفرت,ненавидіти,nienawidzić,odiar,mržnja,urrej
prior,"(adjective, noun, idiom)",tidigare,قبل,ee hore,پیش,попередній,wcześniejszy,previo,prije,i mëparshëm
repair,"(verb, noun)",reparera,بصلح,dib u hagaajinta,تعمیر,ремонт,naprawa,reparar,popraviti,rregulloj
rough,"(adjective, noun, adverb)",grov,خشن,si qalleyf ah,زبر,грубий,surowy,bruto,grubo,i ashpër
sad,"(adjective, noun)",ledsen,حزين,murugaysan,غمگین,сумний,smutny,triste,tužan,i trishtuar
scratch,"(verb, noun, adjective)",repa,يخدش,xoqid,خراش,подряпати,zadrapanie,rascar,ogrebati,gërvisht
sick,"(adjective, noun, idiom)",sjuk,مريض,bukaan,بیمار,хворий,chory,enfermo,bolestan,i sëmurë
strike,"(verb, noun, adjective)",strejk,يضرب,garaacid,ضربه,вдарити,strajk,huelga,štrajk,godit
employ,"(verb, noun)",använda,توظيف,shaqo siin,کار کردن,працевлаштований,zatrudniać,emplear,zaposliti,përdor
external,"(adjective, noun)",extern,خارجي,dibeed ah,خارجی,зовнішній,zewnętrzny,externo,vanjski,i jashtëm
hurt,"(verb, noun)",ont,يؤذي,xanuun leh,صدمه,боляче,zraniony,herir,povrijeđen,lëndoj
illegal,"(adjective, noun)",olaglig,غير قانوني,sharci darro ah,غیر مجاز,незаконний,nielegalny,ilegal,nezakonit,i paligjshëm
laugh,"(verb, noun)",skratt,يضحك,qosol,خنده,сміятися,śmiech,reír,smijati se,qesh
lay,"(verb, noun, adjective)",lägga,يضع,dhigid,قرار دادن,покривати,położyć,poner,polagati,bëj
mobile,"(adjective, noun)",mobil,متحرك,la dhaqaajin karo,سیار,мобільний,mobilny,móvil,mobilni,i lëvizshëm
nasty,"(adjective, noun)",otäck,مقرف,qabiid ah,تند,неприємний,paskudny,asqueroso,gadan,i keq
ordinary,"(adjective, noun)",vanlig,عادي,caadi ah,معمولی,звичайний,zwykły,común,običan,i zakonshëm
respond,"(verb, noun)",svara,يرد,ka jawaabid,پاسخ دادن,реагувати,reagować,responder,odgovarati,pergjigje
royal,"(adjective, noun)",kunglig,الملكي,ee boqoreed,سلطنتی,королівський,królewski,real,kraljevski,mbretëror
senior,"(adjective, noun)",senior,كبير,ka da 'weyn,ارشد,старший,senior,sénior,stariji,më i moshuar
split,"(verb, noun)",dela,ينقسم,kala jabin,شکاف,розкол,podział,dividir,podijeliti,i ndarë
strain,"(verb, noun)",anstränga,أَضْنَى,cadaadis,نژاد,напруга,napięcie,cepa,naprezanje,tendosje
struggle,"(verb, noun)",kamp,كفاح,halgan,تقلا,боротьба,walka,lucha,boriti se,mundohem
swim,"(verb, noun)",simma,السباحة,dabaal,شنا کردن,плавати,pływać,nadar,plivati,notoj
train,"(verb, noun)",tåg,يدرب,tareen,قطار - تعلیم دادن,дістатися,pociąg,tren,voz,tren
upper,"(adjective, noun)",övre,العلوي,sare ah,فوقانی,верхній,górny,superior,gornji,i sipërm
wash,"(verb, noun)",tvätta,غسل,dhaqid,شستشو,промивати,myć się,lavar,oprati,larë
yellow,"(adjective, noun, verb)",gul,أصفر,jaalle,رنگ زرد,жовтий,żółty,amarillo,žuti,e verdhe
convert,"(verb, noun)",konvertera,يتحول,beddelid,تبدیل,конвертувати,konwertować,convertir,pretvoriti,konvertoj
crash,"(verb, noun, adjective)",krascha,يتحطم,duqayn,تصادف در,розбити,rozbić się,chocar,pad,rrëzoj
dependent,"(adjective, noun)",beroende,متكل,ku xiran,وابسته,залежний,zależny,dependiente,zavisan,i varur
fold,"(verb, noun)",vika ihop,يطوى,laalaabid,تا کردن,складати,zginać,doblar,preklopiti,palos
funny,"(adjective, noun)",rolig,مضحك,cajiib ah,خنده دار,смішний,śmieszny,divertido,smiješan,qesharak
grab,"(verb, noun)",hugg,يمسك,dafid,گرفتن,хапати,złapać,agarrar,grabiti,kapje
hide,"(verb, noun)",Dölj,يخفي,qaris,پنهان شدن,сховати,ukrywać,esconder,sakriti,fsheh
miss,"(verb, noun)",Fröken,يفتقد,seegid,از دست دادن,міс,chybić,extrañar,nedostajati,humbas
permit,"(verb, noun)",tillåta,يسمح,ogolaansho,مجوز,дозвіл,zezwolenie,permiso,dozvola,lejë
quote,"(verb, noun)",Citat,يقتبس,ka soo xigasho,نقل قول,цитата,cytat,cita,citat,citoj
recover,"(verb, noun)",ta igen sig,استعادة,ladnaansho,بهبودی پیدا کردن,відновлювати,odzyskiwać,recuperar,oporaviti se,shërohem
resolve,"(verb, noun)",lösa,حل,xallin,برطرف کردن,вирішити,rozstrzygać,resolver,riješiti,zgjidh
roll,"(verb, noun)",rulla,لفافة,duubid,غلتک,рулон,rolka,rollo,kotrljati se,rrokje
sink,"(verb, noun)",handfat,حوض,quusid,فرو رفتن,затоплювати,zlew,hundir,sudoper,ul
slip,"(verb, noun)",glida,ينزلق,taraarixid,لیز خوردن,ковзати,poślizg,deslizar,skliznuti,rrëshqas
spare,"(adjective, noun, verb)",reserv,إضافي,tuntowyo,یدکی,запасний,zapasowy,repuesto,rezervni,kursej
suspect,"(verb, noun, adjective)",misstänka,يشتبه,nin sheki galay,مظنون بودن,підозрювати,podejrzany,sospechar,osumnjičeni,dyshoj
sweet,"(adjective, noun)",ljuv,حلو,macaan ah,شیرین,солодкий,słodki,dulce,slatko,e embel
swing,"(verb, noun)",gunga,يتأرجح,lulid,تاب خوردن,розгойдування,huśtać się,balancearse,ljuljati se,lëkundem
twist,"(verb, noun)",vrida,إلتواء,maroojin,پیچ - پیچیدن,крутитися,skręcać,girar,uviti,kthesë
upstairs,"(adjective, noun)",på övervåningen,الطابق العلوي,dabaqa kore,از پله ها,наверх,na górę,piso superior,gore,sipër
usual,"(adjective, noun)",vanliga,معتاد,caadi ah,معمول,звичайний,zwykły,habitual,uobičajen,i zakonshëm
abroad,"(adverb, noun)",utomlands,في الخارج,dibadda,خارج از کشور,за кордоном,za granicą,en el extranjero,u inostranstvu,jashtë vendit
brave,"(adjective, noun, verb)",modig,شجاع,geesi ah,شجاع,хоробрий,odważny,corajudo,hrabar,trim
calm,"(adjective, noun, verb)",lugna,هادئ,deggan ah,آرام,спокій,spokój,calma,miran,qetësi
concentrate,"(verb, noun)",koncentrera,يركز,xoog saarid,تمرکز,сконцентрувати,koncentrować,concentrarse,koncentrat,përqendrohem
estimate,"(verb, noun)",uppskatta,تقدير,qiyaas,تخمین زدن,оцінювати,oszacować,estimar,procijeniti,vlerësim
grand,"(adjective, noun)",stor,كبير,xoog leh,بزرگ,грандіозний,wielki,grandioso,Grand,i madh
male,"(adjective, noun)",manlig,ذكر,labood ah,نر,чоловічий,Mężczyzna,masculino,muško,mashkullor
mine,"(pronoun, noun, verb)",mina,مِلكِي,anigaa iska leh,مال خودم,Шахта,kopalnia,mío,moji,imi
prompt,"(verb, noun, adjective)",prompt,اِسْتَدْعَى,isla markiiba,سریع,підказувати,podpowiedź,inmediato,prompt,i shpejtë
quiet,"(adjective, noun, verb)",tyst,هادئ,xasilloon,ساکت,спокійно,cichy,tranquilo,miran,i qetë
refuse,"(verb, noun)",vägra,رفض,diidid,از خودداری کردن,відмовлятися,odmawiać,rechazar,odbiti,refuzoj
regret,"(verb, noun)",ångra,يندم,ka xumaansho,پشیمان شدن. پشیمانی,пошкодити,żal,arrepentirse,žaljenje,keqardhje
reveal,"(verb, noun)",avslöja,يكشف,muujin,آشکار ساختن,виявляти,ujawnić,revelar,otkriti,zbuloj
rush,"(verb, noun)",rusa,يسرع,deg-degidda,هجوم بردن,махати,pośpiech,correr,žuriti,ngutem
shake,"(verb, noun)",skaka,هزة,ruxruxid,تکان دادن,трясти,potrząsnąć,agitar,protresti,trondit
shift,"(verb, noun)",flytta,يحول,wareejin,تغییر مکان,зміна,zmiana,cambio,pomak,ndërroj
shine,"(verb, noun)",glans,يشرق,iftiimin,درخشش,сяяти,świecić,brillar,sijati,shkëlqej
steal,"(verb, noun)",stjäla,يسرق,xadid,کش رفتن,крадіжка,ukraść,robar,ukrasti,vjedh
suck,"(verb, noun)",suga,مص,nuugid,مکیدن,смоктати,ssać,chupar,sisati,thith
surround,"(verb, noun)",omge,المحيط,ku wareejin,احاطه,оточення,otaczać,rodear,surround,rrethohem
anybody,"(pronoun, noun)",vem som helst,اي شخص,qof walba,هر شخصی,будь -хто,ktoś,cualquiera,bilo ko,kushdo
bear,"(verb, noun)",Björn,دُبٌّ,adkeysid,خرس,несучий,niedźwiedź,oso,medvjed,mbaj
brilliant,"(adjective, noun)",lysande,باهِر,dhalaalaya,درخشان,блискучий,genialny,brillante,sjajan,i shkëlqyeshëm
dare,"(verb, noun)",våga,تجرؤ,dare,جرات داشتن,наважуватися,odważyć się,atrevimiento,usuditi se,guxoj
dear,"(adjective, noun, adverb)",Kära,عزيزي,gacaliye,عزیز,дорогий,Drogi,estimado,dragi,i dashur
delay,"(verb, noun)",dröjsmål,تأخير,dib u dhigid,تاخیر انداختن,затримка,opóźnienie,demora,kašnjenje,vonoj
drunk,"(adjective, noun)",full,سكران,sarkhan,مست,п’яний,pijany,ebrio,pijan,i dehur
female,"(adjective, noun)",kvinna,أنثى,dhedig ah,زن,жіночий,Kobieta,femenino,ženka,femër
hurry,"(verb, noun)",skynda,عجل,deg-degid,عجله,поспішати,spieszyć się,apurarse,požuriti,ngutem
inevitable,"(adjective, noun)",oundviklig,حتمي,iskaga daro,اجتناب ناپذیر,неминучий,nieunikniony,inevitable,neizbježan,i pashmangshëm
invite,"(verb, noun)",bjuda,يدعو,casuumid,دعوت,запросити,zapraszać,invitar,pozvati,ftoj
kiss,"(verb, noun)",kyss,قبلة,shumid,بوسه,поцілувати,pocałunek,beso,poljubac,puthje
neat,"(adjective, noun)",propert,مرتب,nidaamsan,مرتب,акуратний,schludny,limpio,uredni,i pastër
pop,"(verb, noun, adverb)",pop,البوب,fa soof,ترکیدن,поколювати,Muzyka pop,estallido,pop,hap
punch,"(verb, noun)",stansa,لكمة,kalluun,مشت,удар,dziurkacz,puñetazo,probušiti,grusht
quit,"(verb, noun)",sluta,يترك,joojin,ترک,кинути,zrezygnować ,abandonar,prestati,pushoj
reply,"(verb, noun)",svar,رد,jawaab celin,پاسخ,відповідати,odpowiedź,responder,odgovoriti,përgjigje
representative,"(adjective, noun)",representativ,ممثل,wakiil,نماینده,представник,przedstawiciel,representante,predstavnik,përfaqësues
resist,"(verb, noun)",motstå,يقاوم,caabiyid,مقاومت کردن,протистояти,oprzeć się,resistir,odoljeti,kundërshtoj
rub,"(verb, noun)",gnugga,فرك,marmarin,ساییدن,потерти,pocierać,frotar,trljati,fërkoj
silly,"(adjective, noun)",dumbom,سخيف,doqon,احمقانه,дурний,głupi,tonto,blesav,pa kuptim
smile,"(verb, noun)",leende,يبتسم,ilko caddayn,لبخند,посміхатися,uśmiech,sonrisa,osmjeh,buzëqeshje
spell,"(verb, noun)",stava,يتهجى,hikaadin,هجی کردن,заклинання,zaklęcie,deletrear,čarolija,magji
stretch,"(verb, noun)",sträcka,تمتد,kala bixid,کش آمدن,розтягувати,rozciągać się,estirar,rastezanje,shtrihem
stupid,"(adjective, noun)",dum,غبي,nacas ah,احمق,дурний,głupi,estúpido,glup,i trashë
tear,"(verb, noun)",riva,يٌقطِّع,ooyinta,اشک,розірвати,łza,lágrima,sušiti,gris
temporary,"(adjective, noun)",temporär,مؤقت,waqti go'an ah,موقت,тимчасовий,tymczasowy,temporario,privremen,i përkohshëm
tomorrow,"(adverb, noun)",i morgon,غداً,berri,فردا,завтра,jutro,mañana,sutra,nesër
wake,"(verb, noun)",vakna,استيقظ,toosid,از خواب بیدار,прокидатися,budzić,despertar,probuditi,zgjohem
wrap,"(verb, noun)",slå in,طَوّق,duub,بسته بندی کردن,обгортати,zawinąć,envoltura,omotati,mbështjell
yesterday,"(adverb, noun)",i går,أمس,shaley,دیروز,вчора,Wczoraj,ayer,jučer,dje
